Series Name,Series Code,Country Name,Country Code,,,,,,,,,,,,,,,,,,
Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,Peru,PER,,,,,,,,,,,,,,,,,,
"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Children in employment, self-employed (% of children in employment, ages 7-14)",SL.SLF.0714.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Children in employment, self-employed, female (% of female children in employment, ages 7-14)",SL.SLF.0714.FE.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Children in employment, self-employed, male (% of male children in employment, ages 7-14)",SL.SLF.0714.MA.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Children in employment, study and work (% of children in employment, ages 7-14)",SL.TLF.0714.SW.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Children in employment, study and work, female (% of female children in employment, ages 7-14)",SL.TLF.0714.SW.FE.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Children in employment, study and work, male (% of male children in employment, ages 7-14)",SL.TLF.0714.SW.MA.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",SL.FAM.0714.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)",SL.FAM.0714.FE.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)",SL.FAM.0714.MA.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Children in employment, wage workers (% of children in employment, ages 7-14)",SL.WAG.0714.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Children in employment, wage workers, female (% of female children in employment, ages 7-14)",SL.WAG.0714.FE.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Children in employment, wage workers, male (% of male children in employment, ages 7-14)",SL.WAG.0714.MA.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Children in employment, work only (% of children in employment, ages 7-14)",SL.TLF.0714.WK.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Children in employment, work only, female (% of female children in employment, ages 7-14)",SL.TLF.0714.WK.FE.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Children in employment, work only, male (% of male children in employment, ages 7-14)",SL.TLF.0714.WK.MA.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Children out of school, primary",SE.PRM.UNER,Peru,PER,,,,,,,,,,,,,,,,,,
"Children out of school, primary, female",SE.PRM.UNER.FE,Peru,PER,,,,,,,,,,,,,,,,,,
"Children out of school, primary, male",SE.PRM.UNER.MA,Peru,PER,,,,,,,,,,,,,,,,,,
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),SH.MLR.TRET.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
Claims on central government (annual growth as % of broad money),FM.AST.CGOV.ZG.M3,Peru,PER,,,,,,,,,,,,,,,,,,
"Claims on central government, etc. (% GDP)",FS.AST.CGOV.GD.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
Claims on other sectors of the domestic economy (annual growth as % of broad money),FM.AST.DOMO.ZG.M3,Peru,PER,,,,,,,,,,,,,,,,,,
Claims on private sector (annual growth as % of broad money),FM.AST.PRVT.ZG.M3,Peru,PER,,,,,,,,,,,,,,,,,,
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,Peru,PER,,,,,,,,,,,,,,,,,,
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,Peru,PER,,,,,,,,,,,,,,,,,,
Commercial service exports (current US$),TX.VAL.SERV.CD.WT,Peru,PER,,,,,,,,,,,,,,,,,,
Commercial service imports (current US$),TM.VAL.SERV.CD.WT,Peru,PER,,,,,,,,,,,,,,,,,,
"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,Peru,PER,,,,,,,,,,,,,,,,,,
Compensation of employees (% of expense),GC.XPN.COMP.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
Compensation of employees (current LCU),GC.XPN.COMP.CN,Peru,PER,,,,,,,,,,,,,,,,,,
Completeness of birth registration (%),SP.REG.BRTH.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Completeness of birth registration, rural (%)",SP.REG.BRTH.RU.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Completeness of birth registration, urban (%)",SP.REG.BRTH.UR.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Compulsory education, duration (years)",SE.COM.DURS,Peru,PER,,,,,,,,,,,,,,,,,,
"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,Peru,PER,,,,,,,,,,,,,,,,,,
"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,Peru,PER,,,,,,,,,,,,,,,,,,
"Condom use, population ages 15-24, female (% of females ages 15-24)",SH.CON.1524.FE.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Condom use, population ages 15-24, male (% of males ages 15-24)",SH.CON.1524.MA.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
Consumer price index (2010 = 100),FP.CPI.TOTL,Peru,PER,,,,,,,,,,,,,,,,,,
Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,Peru,PER,,,,,,,,,,,,,,,,,,
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Contributing family workers, total (% of total employment) (modeled ILO estimate)",SL.FAM.WORK.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
Control of Corruption: Estimate,CC.EST,Peru,PER,,,,,,,,,,,,,,,,,,
Control of Corruption: Number of Sources,CC.NO.SRC,Peru,PER,,,,,,,,,,,,,,,,,,
Control of Corruption: Percentile Rank,CC.PER.RNK,Peru,PER,,,,,,,,,,,,,,,,,,
"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,Peru,PER,,,,,,,,,,,,,,,,,,
"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,Peru,PER,,,,,,,,,,,,,,,,,,
Control of Corruption: Standard Error,CC.STD.ERR,Peru,PER,,,,,,,,,,,,,,,,,,
Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Cost to export, border compliance (US$)",IC.EXP.CSBC.CD,Peru,PER,,,,,,,,,,,,,,,,,,
"Cost to export, documentary compliance (US$)",IC.EXP.CSDC.CD,Peru,PER,,,,,,,,,,,,,,,,,,
"Cost to import, border compliance (US$)",IC.IMP.CSBC.CD,Peru,PER,,,,,,,,,,,,,,,,,,
"Cost to import, documentary compliance (US$)",IC.IMP.CSDC.CD,Peru,PER,,,,,,,,,,,,,,,,,,
Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,Peru,PER,,,,,,,,,,,,,,,,,,
Coverage of social insurance programs in 2nd quintile (% of population),per_si_allsi.cov_q2_tot,Peru,PER,,,,,,,,,,,,,,,,,,
Coverage of social insurance programs in 3rd quintile (% of population),per_si_allsi.cov_q3_tot,Peru,PER,,,,,,,,,,,,,,,,,,
Coverage of social insurance programs in 4th quintile (% of population),per_si_allsi.cov_q4_tot,Peru,PER,,,,,,,,,,,,,,,,,,
Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,Peru,PER,,,,,,,,,,,,,,,,,,
Coverage of social insurance programs in richest quintile (% of population),per_si_allsi.cov_q5_tot,Peru,PER,,,,,,,,,,,,,,,,,,
Coverage of social protection and labor programs (% of population),per_allsp.cov_pop_tot,Peru,PER,,,,,,,,,,,,,,,,,,
Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,Peru,PER,,,,,,,,,,,,,,,,,,
Coverage of social safety net programs in 2nd quintile (% of population),per_sa_allsa.cov_q2_tot,Peru,PER,,,,,,,,,,,,,,,,,,
Coverage of social safety net programs in 3rd quintile (% of population),per_sa_allsa.cov_q3_tot,Peru,PER,,,,,,,,,,,,,,,,,,
Coverage of social safety net programs in 4th quintile (% of population),per_sa_allsa.cov_q4_tot,Peru,PER,,,,,,,,,,,,,,,,,,
Coverage of social safety net programs in poorest quintile (% of population),per_sa_allsa.cov_q1_tot,Peru,PER,,,,,,,,,,,,,,,,,,
Coverage of social safety net programs in richest quintile (% of population),per_sa_allsa.cov_q5_tot,Peru,PER,,,,,,,,,,,,,,,,,,
Coverage of unemployment benefits and ALMP (% of population),per_lm_alllm.cov_pop_tot,Peru,PER,,,,,,,,,,,,,,,,,,
Coverage of unemployment benefits and ALMP in 2nd quintile (% of population),per_lm_alllm.cov_q2_tot,Peru,PER,,,,,,,,,,,,,,,,,,
Coverage of unemployment benefits and ALMP in 3rd quintile (% of population),per_lm_alllm.cov_q3_tot,Peru,PER,,,,,,,,,,,,,,,,,,
Coverage of unemployment benefits and ALMP in 4th quintile (% of population),per_lm_alllm.cov_q4_tot,Peru,PER,,,,,,,,,,,,,,,,,,
Coverage of unemployment benefits and ALMP in poorest quintile (% of population),per_lm_alllm.cov_q1_tot,Peru,PER,,,,,,,,,,,,,,,,,,
Coverage of unemployment benefits and ALMP in richest quintile (% of population),per_lm_alllm.cov_q5_tot,Peru,PER,,,,,,,,,,,,,,,,,,
CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,Peru,PER,,,,,,,,,,,,,,,,,,
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Peru,PER,,,,,,,,,,,,,,,,,,
CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,Peru,PER,,,,,,,,,,,,,,,,,,
CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,Peru,PER,,,,,,,,,,,,,,,,,,
CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,Peru,PER,,,,,,,,,,,,,,,,,,
CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,Peru,PER,,,,,,,,,,,,,,,,,,
CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,Peru,PER,,,,,,,,,,,,,,,,,,
CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,Peru,PER,,,,,,,,,,,,,,,,,,
CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,Peru,PER,,,,,,,,,,,,,,,,,,
CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,Peru,PER,,,,,,,,,,,,,,,,,,
CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,Peru,PER,,,,,,,,,,,,,,,,,,
CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,Peru,PER,,,,,,,,,,,,,,,,,,
CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,Peru,PER,,,,,,,,,,,,,,,,,,
CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,Peru,PER,,,,,,,,,,,,,,,,,,
CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,Peru,PER,,,,,,,,,,,,,,,,,,
CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,Peru,PER,,,,,,,,,,,,,,,,,,
CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,Peru,PER,,,,,,,,,,,,,,,,,,
CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,Peru,PER,,,,,,,,,,,,,,,,,,
CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,Peru,PER,,,,,,,,,,,,,,,,,,
"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,Peru,PER,,,,,,,,,,,,,,,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Peru,PER,,,,,,,,,,,,,,,,,,
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Peru,PER,,,,,,,,,,,,,,,,,,
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",SE.XPD.CSEC.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Peru,PER,,,,,,,,,,,,,,,,,,
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,Peru,PER,,,,,,,,,,,,,,,,,,
Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
Customs and other import duties (current LCU),GC.TAX.IMPT.CN,Peru,PER,,,,,,,,,,,,,,,,,,
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Peru,PER,,,,,,,,,,,,,,,,,,
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Peru,PER,,,,,,,,,,,,,,,,,,
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,Peru,PER,,,,,,,,,,,,,,,,,,
DEC alternative conversion factor (LCU per US$),PA.NUS.ATLS,Peru,PER,,,,,,,,,,,,,,,,,,
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
Deposit interest rate (%),FR.INR.DPST,Peru,PER,,,,,,,,,,,,,,,,,,
"Depositors with commercial banks (per 1,000 adults)",FB.CBK.DPTR.P3,Peru,PER,,,,,,,,,,,,,,,,,,
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Peru,PER,,,,,,,,,,,,,,,,,,
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),SH.STA.ORCF.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH,Peru,PER,,,,,,,,,,,,,,,,,,
Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,Peru,PER,,,,,,,,,,,,,,,,,,
Discrepancy in expenditure estimate of GDP (constant LCU),NY.GDP.DISC.KN,Peru,PER,,,,,,,,,,,,,,,,,,
Discrepancy in expenditure estimate of GDP (current LCU),NY.GDP.DISC.CN,Peru,PER,,,,,,,,,,,,,,,,,,
Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
Domestic credit to private sector by banks (% of GDP),FD.AST.PRVT.GD.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Peru,PER,,,,,,,,,,,,,,,,,,
"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,Peru,PER,,,,,,,,,,,,,,,,,,
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,Peru,PER,,,,,,,,,,,,,,,,,,
"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,Peru,PER,,,,,,,,,,,,,,,,,,
"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,Peru,PER,,,,,,,,,,,,,,,,,,
Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,Peru,PER,,,,,,,,,,,,,,,,,,
"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.PO.FE.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.PO.MA.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",SE.TER.CUAT.ST.FE.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",SE.TER.CUAT.ST.MA.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.MS.FE.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.DO.FE.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.DO.MA.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Peru,PER,,,,,,,,,,,,,,,,,,
Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,Peru,PER,,,,,,,,,,,,,,,,,,
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,Peru,PER,,,,,,,,,,,,,,,,,,
